content,sentiment
convenient contact seller replacementsreturnsmissing part easier big issue review deny constantly havent broken rule wont tell specifically rule break review rely review help decide item worth buying lot people make wonder deny purchase ive avoidedmade lack honest clear review fix,-1
happen screen track order wildly inaccurate order deliver progress app second detail track progress go undo,-1
try enter new download app go stop window say check email notification e mail notification say attemting sign get info correct app email say wrongwth go app garbage steal precious data space good remove web version amazon,-1
app need update amazon big company world app function like year old dont wrong work need totally updated modern fast fluid build edit review happens,-1
bad app customer service help order time item normal way asap forever technical issue item deliver contact detail happen expect hold lifetime wait game,-1
app awful stop move time update incredibly frustrate fix wish list try scroll glitch get stuck spot bouncing time try scroll bad app maybe use amazon billion actually produce decent app,-1
app bloatware annoy useless take control amazon email content needlessly activate try sell stuff time try check status order dont know tmobile uninstallable bloatware phone purchase pay retail price want return phone ask pay dont feel like phone anymore constantly redirect useless content,-1
barely work give error screen time select try check bad probably october,-1
prime member force look ad thats membership raise price app bright dark night option shouldnt present w video ad spending mean gd im app store app fan overhaul menu button tire merchant deny warranty service amazon let continue sell,-1
stop constantly alter app thing use plain view navi list hunt navi list app company service whats constantly send message super amazon service gasp take advantage service get longer free delivery order food nope order matter cost safeway,-1
need allow communication amazon carryon luggage order delayed shipment issue refund want ask send replacement go order replacement price go nearly day try leave review seller feedback wouldnt let try leave seller feedback wouldnt let receive item sent link help page,-1
app work past month take try load purchase history page stop look app crash fair slow load general,-1
get bad search carlin pea type pea search result item select price low high say item extra item come dont prime delivery cost rediculous way give feedback app,-1
order size mention final tally receive refund product purchase order im owe amazon return money block call customer service dont believe fair trade thank consideration use money,-1
slow opening order list home page fast lags alot slow add item cart get new phone slow christmas kind annoy,-1
feature love include ability rate deliver product ive different company small name company deliver home think great motivation able receive feedback deliver amaze wonderful job love receive recognition hope boost moral worker know youre appropriate long way thank,1
app major issue sign profile menu list sign option turn render option lenovo tablet agree recommend web instead app,-1
update wish list unusable refuse scroll properly judders jump high end android phone come amazon sort app unusable state,-1
amazon usually great shopping app late feb mar app falter correct password reject hop improve soon return usual reliability,-1
app soso little glitchy time half time information inaccurate delivery service utter garbage product packaging delivery pakaging damage way open use amazon far overprice cheaply garbage exact product well shop close account amazon worth,-1
literally crash minute honestly pointless point download open shop cause gunna crash actually finish im shopping im try spend day online minute reopen app need hope get fix enjoyed amazon,-1
receive package amazon total forget seal bag shipping product wont let money claim return product refund get product return im break college student try buy thing need class good know amazon doesnt care people like,-1
keep beg reviews thing wont let review oldthe late updates improvement wonder bug purpose beat customer randomly buy thing vain hope theyll want new app logo suck old shopping work kinda im review randomly erase ive laboriously type effort go bad developersno biscuit,-1
openview detail product app update uninstall reinstall doesnt work say error occur try process request click product useless,-1
guy careful amazon clever free trial dont know couple day theyll money subscription mistake pay attention didnt know trick subscription free trial theyll automatically card disappointed,-1
app work easy menu doesnt like load properly go save later cart load item there option load entire list use option return item need customer support available get bad update user friendly,-1
people rule place dont work different card file say default understand thats automatically money pay prime annually use year long year decide im gon na charge card repeatedly fund customer service try tell whos gon na pay overdraft fee ea,-1
convenient app deliver item literally close account get separate gift card access account company horrible get gift card day decide steal money let access account,-1
crash startup literal month step use amazon app open amazon app start type search bar app crash relaunch app step use amazon app consistent time,-1
look im street use address mail collect can buy app decent face trim dont look grubby want new trim wont u phone number u email u account balance earth u money street,-1
star angry option delete app,-1
love shopping amazon stuff store problem scroll estimate tax ship handle isnt correct charge,-1
app enjoyable use go amazon phone browser search result end different accessible ive amazon app app,-1
consumer appreciate amazon basically past look thing lead away amazon paypal long turn ebay confidence paypal benefit run problem merchandiser turn paypal help reason amazon page thank,1
work properly android open locker amazon decide change hub near house new hub kiosk entry pad im tell use app open new locker hub problem app work android crash im told update app notice updated day ago im try open locker today know android update bust lot thanks google,-1
late delivery recently arrive say get push day delivery hour ive order pass week refund doesnt huge inconvenience item need time frame amazon give arrive ill look retailer goto depend amazon anymore rip,-1
issue app numerous ridiculous customer service treat like youve smartphone ask turn point give permission phone access pickup locker pathetic,-1
prime app basically agressive ad begin app great way variety quality item ship selection change constantly want mixed plethora awful offbrand item ratio bad try purchase book grocery subscribe feature constantly tell item stock,-1
app kick backup payment select payment plan prime visa charge help bbb involved dont fall payment plan scam app screw play dumb like cancel amazon account end,-1
amazon app good year easy navigate amazon link page item interested time minor change introduce amazon website successfully receive functionality maintain great website easy usability,1
terrible delivery service driver lie try deliver dont unable follow instruction instruction box tell driver ask meet park idea building park park late episode include seeing time estimate jump delivery attempt day amazon call time cancel service,-1
app horrendous buy item gift card money ship automatically set high price meaning past screen til add payment method terrible configuration terrible customer support like talk bot forward human talk like bot doesnt help encounter end chat end problem remain unsolved multi billion dollar company disgrace,-1
amazon isnt annual fee get high ship time wrong correct big issue amazon let sell scam company counterfeit item constantly sell item fake comment example sell hammer get star review comment review purse instead idk thats problem,-1
fix app asaplast update app horrible app day year issue update app keep close unresponsive wont past homepage unresponsive laptop time shop amazon raise price prime app doesnt work whats,-1
bad customer support rarely accurate delivery time item walmart best buy deliver faster house free subscription cost prime fee favor prime heavy past tired inaccurate day delivery advertising expect day item day ship finally ship dont mention day prep item peak season,-1
shop amazon pretty app pretty userfriendly issue late pick package bluetooth hub location android version app try iphone work perfectly fine keep give error need fix,-1
love platform properly account mistake pass buck redirect seller get point shop absolutely need amazon hot garbage,-1
work fine buffer need close reload numerous time work trouble load play videos matter wifi phone data entire app garbage,-1
amazon force portrait grocery shopping awful tablet let shop prefer unnatural way hold tablet dont know hold tablet portrait ive see hold landscape necessary tablet good reason force ive buy check account uncomfortable,-1
get rid ability view open order think good idea impossible decent search result author sort publication date look like shop app unusable actuall shopping,-1
sure im relatives home app keep stop im connect network wifi doesnt happen app household problem app need update try way troubleshoot issue luck spent lot time home frustrating,-1
dont shop amazon wouldnt recommend amazon dif life death absolutely horrible experience large order small petty thing deliver wrong address screw repeatedly charge till froze bank account day later delay sort fix matter option waste day far item mark undeliverable return seller carrier anger close bank account wallet,-1
amazon think think lol love look stuff learn awesome new stuff date delivery arrive issue,1
think good idea remove basic shop department feature want able drill dont know offhand user experience app leave frustrate ill use desktop instead poor design choice hope roll update,-1
wont work amazon locker go pick app require update big allow bluetooth pick poor point online shop product time collection return,-1
love amazon matter need big small product ive order great quality ship packaging excellent app userfriendly,1
experience help use know vpn provider connect app fails time load uhohs issue turn vpn case app performs flawlessly worry later realise lot nonvpn user use amazon fully encrypt secure payment everyday work perfectly vpn use vpn try,1
far amazon iffy best lose order fair local shipper issue like pull teeth try straight answer whats go good luck try company actually deliver hopefully improve remain skeptical,-1
update marchapril app suddenly break anytime try tap link app half pop freeze amazon app like cmon original past month app buggy slow clunky try add item list check try load page love amazon updatefix galaxy,-1
thing amazon browser dont understand advantageplease plz tell advantage thing dont like amazon dont like free thing mean see apps free thing thing low price buy product amazon add gift buy thing thing useful thats want,-1
hate menu home page change well make drop menu inconvenient scroll scroll way glance extremely annoy purpose change way,1
hey amazon hope reach staff use amazon app amazon fresh market grocery learn receipt grocery arrive write added cart sure grocery arrive sure option request miss grocery pay amazing addition exist phenomenal app,1
love shopping suddenly language preference stop change spanish everytime open app doesnt let change english suggest fix deter app realize there easy way contact customer support call,-1
bad customer service bug order year membership keep get cancel explanation wait order time tell representative single order say happens work issue pay prime order try change password laptops phone work explain issue,-1
app year issue unfortunately app change language preference english french time finally figure switch english time app french fix problem lose customer,-1
update everyrhing interface change think funny change look functionality backwards ask switch certainly thing option force requirement switch interface left leave functionality option bar slow virtually non functionalno thank ps way uninstall update fan,-1
angry experiencei order thats late delivery date change twice seller ignores email ive emailed twice spend christmas gift order november,-1
amazon deliver package wrong house refuse redeliverrefund contact customer support multiple time share photo complex photo evidence amazon share photo completely different house notify amazon error suggest file police report amazon mistake tell contact police report package steal kind logic,-1
use regularly good point search facility leave lot desire ability customise cost completely unrelated item search arent sponsor broad search term brings thousand result soon ask sort low high price customer rating huge number result disappear find subscribe save item difficult easy way,-1
app work fine change french automatically time open app phone french need language setting change english app english look product entire setting section french phone setting english make sense amazon keep change app setting french open amazon app,-1
update help member package time month isnt refund cause dont package send wrong address way contact customer support order airpods pro end missinglost transit get replace end get airpods pro order product delivery person give wrong person dont member cause benefit order late wrong,-1
overall happy app thing need improvement checking message vendor read app reply need sign browser finally reply upload picture write keyboard disappear annoy write big messageexplanation case customer service improve thanks advance,1
careful search result search specific model number random result know look like buy wrong thing need way negative search term minus sign weed bad search result like able easily sort filter result buy item sell ship directly amazon item want party,-1
click order screen continuously loads appear doesnt matter kill app reopen restart phone open look list scroll way anymore item,-1
alexa bubble app talk customer service say disable bubble alexa setting welllll enable alexa disable bubble funny thing samsung thing bixby longer use samsung product guess goodbye amazon good time tried force product,-1
specify search result show unhelpful large view photo wont load buffer endlessly poor organization useless layout pointless compartmentalizion massively glitchy screen flicker constantly force crash immensely frustrate shop experience harshly rat reason state,-1
app phone freeze let look previous order screen constant loading emblem make difficult return broken item come way,-1
oops dog think bad connection try different cell tower different wifi spot issue clear storage oops dog reload app oops dog thing glad different picture good little boy,-1
try search overmitts ski amazon redirects oven mitts helpfully allow search instead overmitts ski clicking change search oven mitt seriously stop try overcorrect search literally search product want,-1
app function uhoh go wrong end message try clear cache try uninstalling work go year company big amazon youd think theyd able hire team actually build app work,-1
awesome amazon locker service wont work app keep crash item go return super frustrating contact redirect house ill wait reorder,-1
amazon uk worst onlineshopping experience keep send wrong size shoe replacement ultimately return shoe end shoe bad mail store time return package,-1
visually unappealing menu intuitive roadblock use difficult access people joint issue finger thanks make app terrible color scheme literally physically painful use,-1
scroll amazon link facebook group wont let scroll keep go st item list instead easy scroll like update app turn phone hit fix entire year,-1
star app work fine year different phone samsung note series week ago longer click view current active order app think doesnt time current galaxy note plus year app change restarts delete reinstall need function star till fix,-1
make shopping difficult use list list dont scroll update scroll glitchy rearrange item list able,-1
face issue browse product error screen pop horse image say go wrong sidei place multiple complaint solution till issue laptop version mobile app cause issuei clear data cache uninstalled reinstalled app multiple time fix,-1
exactly describe incredibly convenient great amazon onthego sure thing miss like wishlist item add comment good app like shop amazon recommend,1
app potential good work express vpn crucial flaw security conscious savy people use vpn security protect online identity sort security issue amazon thanks,-1
hate,-1
cancel amazon membership time confirm cancelled time check amazon prime account charge month start email help center fraud theyd respond different email fraud reactive account corrupt want cancel prime use amazon ill use get refund money stole,-1
horrible customer service receive gift card set account ridiculous require method payment begin start accountplaced order lock suspicious activity guess get gift card suspicious far required photo card original receipt bank statement photo debit card account lock talk person department claim f,-1
change app make confuse hard navigate example subscribe item click subscribe save main menu way simple logical instead small account option bury drop menu click click subscribe item honestly id shop aliexpress chinese confuse amazon dont speak chinese,-1
online shopping giant amazon brilliant work time careful fake good get good posting return willing pay prime membership family share certainly use lot check price charge far product say help covid lockdown yes definitely,1
terrible return experience amazon invest heavily delivering product make difficult return item help convolute customer service make buying product stressful headache,-1
love amazon problem update order page wont load keep try refresh order cancel figure order id try order old version talk customer support button alexa wont help,-1
issue app nitce try pick item locker experience untrustworthy return amd refund happy amazon issue create issue,-1
ive purchase amazon tablet amazon device problem ive spend pretty close million dollar decades include subscription buy gs tablet christmas october didnt open begin january case screen protector screen break drop walk refuse replace refund month cancel,-1
order anymore late februaryearly march use app android flash like pull data get keep flash utterly useless,-1
forgot android user update android month ago long access amazon locker mean ive order item time count hope app locker fix app crash completely start pickup process,-1
update reinstall app ago work well start slow simple search take forever delete ive app year recently change layout insert alexa app slow terribly delete dont time spend wait app simplest task amazon screw,-1
tough sign button app let spend money access cc easy maybe automated time hide manage help screen try multiple search relate log sign try sign shopping app tell actually sign screen click thats work honest people,-1
joke monthly fee increase shipping time increase go day get item hour welcome day minimum time receive item normal hour window order send address place order wont arrive week matter time report issue promise issue fix,-1
bad app outside trust issue publicly know fact disable account political reason dont like algorithm push amazon product par search easy way instead twist way control display,-1
love app thing able holiday special date night past id month order delay app ill notification day expect delivery date say payment decline payment info need update ill update start process recently order pair heel hair piece nail prom time run supposed second anymore,-1
track terrible inaccurate hide order track page delay prime day delivery guarantee thing past day delivery recent memory delivery im lucky day amazon dont promise thing obviously deliver,-1
long cancel subscription app apparently website app recently change reason aside amazon want hard cancel end pay want thats shady business practice,-1
long time prime customer slowly chip away patience remove alexa bubble head provide option turn im go use annoy effect page scrolling,-1
hate update version app hard time try navigate order leave review actually shop amazon app change year agoi longer review item purchase day smh shareholder company year im impressed dividend payouts app layout,-1
long prime member here ive notice seller favoritism amazon seller china base lied day ship able cancel return item deny delivery week contact amazon cancel order let forever frustrate support isnt capable long chinese say arrive tomorrow youre wait week,-1
issue app try print return label actually online print website absolutely ridiculous inconvenient issue scroll order wont scroll current order issue app idiot decide change entire format change layout app aint break dont fix new version amateurish definitely user friendly,-1
app crash time try start pickup hublocker amazon support way try resolve return rebuying reshipping couple day item away right look like trace bluetooth permission explicitly grantedbut amazon app say grant,-1
amazon site shopping longer use app update app disable try enable amazon app google play store doesnt allow enable quick second disable havent see problem maybe app cause problem wish help,1
hit miss bad experience android app get go wrong error message wont display properly issue phone new developer dont address issue,-1
love app update im uninstalling instal app help puchased item sort take long longer load app browser work fine phone,-1
app broken year navigate product page leave app come app white screen forever forceclosing app realise need tap button product page thats break come amazon ridiculous,-1
happen stop work app super slow load fail load image check phone work perfectly internet speed test amazon app absolutely bogged,-1
app decide change language french matter time switch english itd french manage change language set heading french time open app set french ive french phone dont understand language super inconvenient point use app anymore month fix issue,-1
amazon music app great dont understand removal store amazon music app buy song app browse song fact store option take app doesnt sense,-1
change debit card suppose prime half price use bridge card start get bill charge small charge amazon like charge watch disability small charge add quickly,-1
nightmare well web load oh slowly remembers screen press button present touch screen screen fully load button exist point count pressed course happen purchase pas type button useless app,-1
ive set payment method convenience store im go checkout payment convenience store currently live japan show option convenience store payment method ive updated application logout account use payment method fix problem,-1
think old version bad update today app wont load order screen freeze alexa dot screen keep get way there way gey rid quit screw doesnt need fix,-1
permission force install contact support stop old version try track movement constantly come activate location service didnt app open crash support messaging,-1
absolutely tired amazon constantly get wifes address constantly wrong house literally block away amazon driver drop package specific instruction package driver mess honestly consider buy amazon,-1
amazon prime im constantly get message actually amazon prime make life lot simple pay month year time service shop amazon prime plus book tv stuff definitely worth love main reason talk amazon prime everybody afford pay yearly great,1
average app particularly easy use search throw random strange result havent app long feel enthusiastic easy look like design early day apps ugly surprising world big company disappoint,-1
recently update app wish didnt usually checkout use different method payment promo cover rest w gift cardsrewards point order place didnt let let use form payment dont like able use promo credit gift cardrewards well way change understand different reward point different credit card,-1
phone update android amazon apps dont work im connect wifi audible work wifi plus apps amazon apps currently work toggle wifi use mobile data fix amazon wifi connection work fine o update android,-1
ive amazon customer amazon time recently app wont allow delete certain item basket im sure glitch mother issue delete item basket account separate frustrating order time star sort,-1
enable microphone permission alexa time inside app disables digital assistant outside app like shop prime purchasing mp music amazon music hassle redirect amazon shop let purchase multiple mp song doesnt tell thison amazon shopping place purchase item heck cancel order digital product,-1
fix app recently stop work properly app crash try th order ive place track screen repeatedly refresh end load fix issue provide update love app prove membership difficult truly worth,-1
search specific item view item specifically search fricking ridiculous quit waste time know want enter app specific proposal completely ignore merch list,-1
like app quick delivery usually thing need work small business little disappointed new late update amazon amazon make hard check order come list get weird box different item youre suppose look order list weird dont like,-1
ive amazon customer im cancel subscription raise subscription price single time place order new item time receive item lpn label im pretty sure mean previously buy return convience isnt worth price anymore,-1
experience great recently alexa bubble begin haunt sideline app screen scroll lock product time probably force longer view vender product try toggle permission relate alexa prompt standby bubble lurk screen im capable find need use different device,-1
continue refresh main page super annoy product page refresh start scroll begin app slow picture load extremely slowly product page zoom open page load completely like product heart button latency phone plus nord,-1
time open app use button display blank screen amazon header colour app great,-1
good service,1
literally dump bowl well mental health app numerous occasion purchase sign account cancel order altogether file customer support today fill correct information account app froze shut open app begin guy need fix app trash,-1
app keep crash updated problem problem continue frustrate im try im go pay product amazon want speedy check,-1
go downhill bad come function operate want delete item cart sudden app want work frustrate shop experience ive long time hell happen guy,-1
scammer fake app,-1
help wrong update try bring order constantly go order blink brings oops go wrong home page check order theyre suppose arrive btw im cat person id prefer huge dog,-1
constant crash firewall ad blocking work fine year recently figure name ad server app throw cs error browse refuse work easy use app buy thing amazon nice fix,-1
enjoy amazon saw review amazon raise price search web think totally right search paint gun search high sudden exactly price competition amazon app store information device yes check friend phone come totally unacceptable n corruptive,-1
experience issue app year later amazon phone problem app app freeze scroll view photo thing dont load properly heck ive unable add thing cart fix broken app company work solution app,-1
prime bill poor transparency lose card nointerest payment payment reflect term problem bill amazon routinely fail meet quote delivery time overprice product despite local distribution facility terrible value service quality cancel membership month,-1
im sure whats go im search item picture item load ive issue fact app customer service option help issue big downfall im force write review,-1
awesome,1
happy new price increase understand cost go increase year im go consider retailer ship free like walmart target dont pay subscription fee point guy go start lose lot customer,-1
bad search functionality literally type brand dont option go store page directly issue app companys product search result,-1
issue app app open blank white screen everytime newly open ram everytime bress button work main page review image review videos super laggy touch response late swipe mode barely work fix issue,-1
hate app time open white screen need close open properly pixel xl pixel pro customer service chat show keyboard input field write try chat customer service horrid app,-1
love love love app previously give star say lately app slow glitch bit uninstalled reinstall hopefully resolve issue,-1
love amazon recent update time look order generate show blank screen issue app,-1
unhappy app keep freeze time look option reload app unfreeze randomly power phone froze unhappy,-1
give star take star away time people sell amazon honest entirely amazon fault figure best way deal company like amazon im happy result far recommend alternate shopping experience,-1
good look terrible dont look particular wont able filter result dont use talk customer support theres option attachment love god dont use buy product delay lose transit horrible app horrible shopping experience,-1
pretty good take way space phone product lately good advertised shipper abuse product break allow seepage liquid item filter work st listing use good app use good store,-1
app doesnt work properly problem older tablet buy new tablet recently issue pop window dont function properly copy screen window inside window doesnt help try product use purchase curious amazon apps work issue,-1
relentlessly push sign amazon prime need careful navigating purchase recently place order inadvertently click button appear complete transaction unknowingly sign amazon prime reach amazon let know didnt want prime attempt app email cancel transaction subscription take step finally cancel,-1
broken unable order constant web page error select horizontal line error message minute new update update fix doesnt test work qa hpe remedy corp release application doesnt pas repeatable complex test,-1
click item cart direct item page look description change size color late update app wont let click item cart anymore need research item cart fix,-1
great app easy use add feature rearrange cart item drag drop bulk order easy categorize look great qol update,1
super extraordinarily amazing experience,1
use app shopping need apart item return complaint good app easy navigate sell good quality item order item need dont notice deal recommend repeat order,1
featurewise app suffers kind changeforthesakeofchange problem good apps suffer time make needlessly convolute service wise amazon implement sleezy tactic return mark recieved shipping label require outofpocket payment shipping reimburse actual shipping recently undisclosed restocking fee provide good reason explore option,-1
good app good service issue android setting developer option theres option force dark mode hardware accelerate render work app search text white text box impossible youre type feel like easily fix,-1
horrible app,-1
family amazon prime year amazon fill overpriced price gouge item good deal longer tabs price item im interested item im track buy far amazon price point case time mention day prime shipping window party ship lucky actually prime item,-1
im addict great price literally im look amazon theyre price seller cheap product help order whichever choose chance right order immediately look fix situation amazon amaze,1
amazon website say id coupon order app figure id try sign coupon ive instal app menu way contact customer service app useful website,-1
time try pay item message say yes like try amazon prime action stop try force prime customer different message like consider join amazon prime choice yes thats choose thats end stop showing time different page try finish purchase,-1
problem app great service lately go drain app want work want want work mess idk app garbage need undo,-1
bad experience online shopping change address cancel order applicable reorder new address come bill address dont know mean differencealso customer service agent fedaa useless solution give keep hold min,-1
sent item wrong address twice item deliver time refund time cheap one item disappear deliver use ask help item deliver block account say abuse amazon help service,-1
app crash able review order state uhoh go wrong end problem fix customer service different contact,-1
fix search filter option generally app good buying stuff basket trawl gazillion product great filter annoy difficult add filter category select basic stuff like colour dimension useful filter numerous chinese seller come amazon good,-1
problem app time cart save later delete doesnt right away screen jump cart time ill scroll try finally annoy bug,-1
ill honest ive amazon problem able return item refund big deal write review anymore unusual reviewing activity amazon email tell wait day facebook ill continue buy whats point review item help youre go people review mean help,-1
theyve lose customer price hike extra stuff unnecessary filler amazon reason jack price membership day delivery big city huh dont use thing offer spend time sift garbage purchase need item arrive dirty broken quality definitely go wayside year,-1
amazon auto order save total pia there need wait autoship day acceptable end order forget add auto order id thrill quicker able add best auto order nope available,-1
love amazon prime worth penny simple fact shop music audio book ive real pleased app music app amaze thanks amazon loyal customer,1
hope best,1
told send jersey inconvenience experience charge sign primeand check account bounce charge twice jan feb im happy everytime order pet jersey come med need xsmall guy talk told want themso throw away im charge,-1
great app wish way use card pay time husband think great option split pay middle option pay card pay split great app thanks,1
ive order item amazon twice get screw time time charge amazon prime didnt want amazon prime second time charge ship free ask money give amazon card want,-1
easy use keep freeze im look result search freeze close app completely restart search open,-1
wont amazon native apps consistently absolute slow app phone stop bundle advertising notification channel want disable irrelevant time,-1
amazon service get awful love amazon literally purchase thousand dollar recently lose package dont day prime delivery date item call multiple time fix problem service year grow love service team usps ups fedex service get awful sure service awful,-1
hate new update layout fact use google voice text irritate text box hide keyboard im try chat customer service ohh apparently delete review leave review month ago,-1
dont know whats happen app open order page itll open area search long wont open order ive problem amazon app use buy item need figure problem glitch think phone restart nope didnt help ridiculous,-1
install app report package miss stupid message bot bot decide status wrong friday eventually walked block check street course actually tell amazon message bot,-1
try cancel subscription suck amazon app doesnt option cancel online website cancel website online go straight app need fix,-1
ordered item wish amazon day day ship amazon wish item arrive amazon item ship second time try order amazon second time ship offer refund item ship money indefinitely absolute scam buy,-1
amazon best easy navigate format best price free ship mention amazon music prine video dont know amazon truly life well return policy try buy customer service bar good work,1
invoice app im talk order total whats point app there access need invoice order purchase app website invoice thats annoy app option request invoice,-1
terrible search engine inept inaccurate category miss app want search engine browse bad app ive shop exclude wish worse,-1
get second hand item price chase money return cancel save money prime im pay quality im get time amazon giant grift interested get money give quality,-1
keep change language setting time open app extremely frustrating search hyperlink enable navigate setting menu everytime feature annoy people,-1
im go take review earlier deleted ive problem cancel order immediately place charge havent refund money customer service begin good day go disrespectful unprofessional closing prime membership account use recommend amazon reatail goliath sit people money earn,-1
frustrate experience try shop wishlists list app know l successfully access browser list friends invite link list work fine app,-1
app developer need replace hell think good idea browse app chat customer service try double check account detail boom chat go get ta start new bloke fail secondly type developer forget text box cover keyboard type im type double fail guy want compete ebay try start app joke,-1
great service time,1
get locked account try sign new phone instead ask security question like normal security check want verify old device work customer support verify account want credit card info use prepay card dont info theyre spend thrown away,-1
late release laggy slow scrolling hit miss interaction lead think respond lead dual tap make mi direct bad poor experience,-1
use amazon app slow unbelievably frustrate take forever load freeze send blank screen important filter go dont know youre order husband purchase clothes month arrive stupid ad stuff dont need wasnt look amazon fail hard,-1
big problem app use amazon smile enable notification want purchase benefit charity ive chosen want invasive notification shop online app useless long notification require use amazon smile,-1
easy use love able tell date item arrive ive couple issue amazon hear fixed time im grateful people bust butts pack deliver stuff maintain website ease use especially crazy pandemic thank yall,1
hide alexa feature im probably go delete app constant risk click unintentionally bother use website browse history keep turn dont want useless recommendation,-1
garbage,-1
excellent time,1
year expect wishlist scroll issue resolve instead frequently jams stick fix make browse list chore,-1
menu account option obvious terrible ui choice doesnt work main site ive amazon im get point think ill buy cheap amazon like,-1
previously give star package issue amazon completely improve year order theyve arrived time earlier arrive tact impressed service gotten well prefer purchase best buy,1
love amazon shop love amazon prime great price easy use youre look purchase amazon ive gotten great deal unbeatable price shop amazon stand fantastic customer support highly recommend download amazon shopping sure check benefit join amazon prime guarantee youll happy,1
app certain product image tap close zoom view happen image happen cellular connection weird issue sure app wifi orbi router satellite phone issue happen laptop need try phone rule wifi issue,-1
app get bad bad time select profile tab try lo load internet keep order buy list account button cache need load button backend time navigate screen absolutely terrible user experience,-1
delivery information pop inconvenient time isnt accessible delivery photo feedback disappear instantly make difficult package shop easy checkout quick moneysaving option difficult,-1
app good work bought sticker art supply amazon keep put account hold reason try buy mechanical pencil buy amazon texted say account hold literally hate app put account hold reason maybe wrong buying item dont know time account amazon,-1
good cool stuff,1
im fan shop amazon spending buy thing amazon tv im trouble connect stay connect contact sprinttmobile amazon video connection,1
great overprice prime doesnt option ebaywhich odd glitchy late use android minimize amazon look textsit suddenly page search stop bother search peoduct amazon warehouse search doesnt appear difference amazon throw return peoducts save thing landfill,-1
app nice amazon convenient funny think permission grant sight sound directly instantly affect recommendation work hide spy bit well bonus tip customer scream ucking spider probably arent kind person like buy eat creepy recommendation arent base sound,-1
love amazon best price shop amazon time isnt suppose quickly return refund account right item absolutely recommend amazon shop online good ebay,1
app well live chat bad phone keyboard text type way bring text keyboard annoy thing need resolve,-1
driver fail deliver order manage deliver properly honestly tire seek customer service single time order disappoint actually recieve package usually great experience fast ship feel like need control amazon delivery driver seek issue hassle concern,-1
bad app absolutely care user experience pitty possibility dont care well complicate app nested menu submenus whateverit take tone time effort want want try instance sign take time till try,-1
scam fraud seller app beware,-1
app gotten slow worth look try lool different size color take minutr switch app super laggy,-1
love amazon shopping step foot department store past christmas amazon fast reliable usually beat competition matter fact buy inch tv deliver day later im satisfy customer,1
like amazon careful hour grocery delivery service lucky deliver plan amazon pretty good want remind old catalog service need pullout montgomery award sears catalogand order,1
need easily accessible app cover type area responsive screen keyboard open blindly type correct frustrate process common customer serviceassistant require input screen,-1
poor customer service,-1
amazon send wrong item order stick christmas contact amazon immediately send stick instruction return wrong item receive returned item charge amazon refund money happy amazon right im think ti start shopping ebay,-1
filter let tend shop lot time filter example shop low high despite option suddenly half item disappear result like typed search bar try search doll house stuff bring straight ebay filter uk cool shop locally eco friendly item manufacture filter,-1
app break screen wont adjust open keyboard take forever type correct thing amazon listen customer service keep knock chat think im go dont reply immediately impossible reply app break,-1
okay app get job annoy notification shipment advertisedpromoted product push channel impossible suppress,-1
im support chat try type message scroll tell im type keyboard stick fix option invoice longer app instead type separate link type order number link order obtain invoice certain order,-1
amazon great shopping app day ship incredible duplicate wider selection product wal mart item choose prime membership get access associate amazon fast delivery music movie book dont care price go membership offer im pay think gon na trouble,1
horrible app horrible customer service loyal customer ku subscriber year amazon decide cancel ku subscription decide process payment day suppose im fixed income think payment suppose im tell fault cancel nonpayment payment thought,-1
amazon stick prime delivery promise great customer service time order delivery late overnight shippingdeliver claim false get time dont try packaging suck returnsrefunds difficult customer service nonexistent terrible monopoly company hate support theyve tie hand convenience,-1
app suck update app ridiculously slow app finally load scroll shop impossible shipping time ridiculously slow amazon prime membership cancel membership shop ebay instead,-1
late update make app bad access chat support go web version option feature great order page pending ship item list follow delivered item great usable feature away adjust rating fix wasnt break,-1
youll probably come app lot nice look website stuff buy usually pretty good convenient stuff arrive refund stuff easy real bad thing app hard certain section message centre remember buying amazon end purchase technical isnt great like receipt dont add individual item exactly right,-1
look great fine issue use scroll wish list favorite list screen wont let scroll keep undo scroll itll bounce right position,1
im begin like app glitchy time new update get bad worse update suck slow load amazon fix,-1
purchase item fit return item tell refund issued jan today date feb refund account try contact amazon past week give runaround reach customer service text email phone im feeling like big scam long purchase deal scamming company,-1
keep get bad review filter scamming sellersdistributors dont bad review wholefoods free include prime cost delivery time wholefoods longer include amazon fee fee decrease decrease service plenty grocery store choose app work wifi mobile data inconvenient watch bad review delete like,-1
customer service chat need help keyboard cover text box type chat close feedback page open load correctly leave feedback poor associate work,-1
probably order view list time scroll app type remember list want order longstanding glitch fix samsung work fine app phone hope fix issue soon,-1
